category_name,category_reference,item_id,item_name,offer,old_price,price,quantity
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,24,SHL 120 TC Abstract Polycotton Double Bedsheet Set (Multicolour) - DBS02,50% OFF,"₹,599","₹,299",1 unit
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,20,Cremica Tomato Ketchup (Squeeze Pack),36% OFF,"₹,125","₹,80",1 kg
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,20,Best Value Keema - Chicken,25% OFF,"₹,200","₹,149",500 gm
Pet Care,https://grofers.com/cn/pet-care/cid/5,19,Whiskas Tuna in Jelly Wet Food (Adult),6% OFF,"₹,30","₹,28",85 gm
Beverages,https://grofers.com/cn/beverages/cid/12,22,Amul Masti Spiced Buttermilk (Tetra Pak) - Pack of 2,0,"₹,24","₹,23",2x200 ml
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,21,Haldiram's Nut Cracker Namkeen,6% OFF,"₹,45","₹,42",200 gm
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,24,Gala Microfiber Duster (Blue),15% OFF,"₹,140","₹,119",1 unit
Personal Care,https://grofers.com/cn/personal-care/cid/163,26,Patanjali Saundarya Aloe Vera Face Gel,0,0,"₹,80",150 ml
Household Needs,https://grofers.com/cn/household-needs/cid/18,29,Scotch Brite Scrub Pad,5% OFF,"₹,40","₹,38",3 units
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,23,Himalaya Refreshing Baby Soap,6% OFF,"₹,60","₹,56",125 gm
Grocery & Staples,https://grofers.com/cn/grocery-staples/cid/16,39,Rajdhani Sooji/Rava,12% OFF,"₹,32","₹,28",500 gm
Breakfast & Dairy,https://grofers.com/cn/breakfast-dairy/cid/14,29,Sun Melon (Sarda),0,0,"₹,60",1 unit (800-1100 gm)
Fruits & Vegetables,https://grofers.com/cn/fruits-vegetables/cid/9,35,Kakdi,20% OFF,"₹,15","₹,12",500 gm
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,25,"Orka Classic Teardrop Bean Bag Cover without Beans (XL, Blue & Black) + Styleco Round Bean Bag Refill Combo",61% OFF,"₹,2097","₹,799",1unit + 2x500gm
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,21,Maggi Vegetable Atta Noodles - Pack of 2,5% OFF,"₹,38","₹,36",2x75 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,21,Best Value Drumstick - Chicken,19% OFF,"₹,345","₹,279",1 kg
Pet Care,https://grofers.com/cn/pet-care/cid/5,20,Whiskas Chicken in Gravy Wet Food (Adult),6% OFF,"₹,30","₹,28",85 gm
Beverages,https://grofers.com/cn/beverages/cid/12,23,Real Activ 100% Tender Coconut Water - Pack of 5,13% OFF,"₹,200","₹,174",5x200 ml
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,22,Glonuts W320 Cashews,36% OFF,"₹,800","₹,509",500 gm
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,25,"Princeware 1175 P New Frosty Plain Bucket (5 lt, Assorted)",55% OFF,"₹,100","₹,45",1 unit
Personal Care,https://grofers.com/cn/personal-care/cid/163,27,Colgate Zig Zag Toothbrush (Soft) - Buy 2 Get 1 Free,20% OFF,"₹,50","₹,40",3 units
Household Needs,https://grofers.com/cn/household-needs/cid/18,30,Patanjali Neem Fresh Rose Detergent Powder,0,0,"₹,50",1 kg
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,24,Nestle Cerelac Multigrain Dal Veg Stage 4 Fortified Baby Cereal (12 months+),0,0,"₹,230",300 gm
Grocery & Staples,https://grofers.com/cn/grocery-staples/cid/16,40,Best Value Saunf Seeds,47% OFF,"₹,95","₹,50",200 gm
Breakfast & Dairy,https://grofers.com/cn/breakfast-dairy/cid/14,30,Best Value White Eggs - Pack of 5,51% OFF,"₹,300","₹,145",5x6 units
Fruits & Vegetables,https://grofers.com/cn/fruits-vegetables/cid/9,36,Broccoli,0,0,"₹,60",500-700 gm
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,26,"Orka Classic Teardrop Bean Bag Cover without Beans (XL, Blue) + Styleco Round Bean Bag Refill Combo",61% OFF,"₹,2097","₹,799",1unit + 2x500gm
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,22,Ching's Secret Veg Hakka Noodles - Pack of 2,6% OFF,"₹,50","₹,47",2x150 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,22,Best Value Curry Cut - Mutton,33% OFF,"₹,695","₹,459",1 kg
Pet Care,https://grofers.com/cn/pet-care/cid/5,21,Whiskas Tuna in Jelly Wet Food (Kitten),15% OFF,"₹,180","₹,153",6x85 gm
Beverages,https://grofers.com/cn/beverages/cid/12,24,Nescafe Classic Coffee (Pouch),5% OFF,"₹,440","₹,414",200 gm
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,23,Parle Monaco Light Salty Classic Regular Biscuit - Pack of 2,6% OFF,"₹,50","₹,47",2x150 gm
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,26,All Time 1 Piece Assorted Round Tea Plastic Strainer,26% OFF,"₹,15","₹,11",1 unit
Personal Care,https://grofers.com/cn/personal-care/cid/163,28,Whisper Choice Ultra Sanitary Napkin (Extra Large Wings),8% OFF,"₹,135","₹,124",20 units
Household Needs,https://grofers.com/cn/household-needs/cid/18,31,Gainda White Phenyl,20% OFF,"₹,200","₹,160",5 lt
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,25,Colgate Spiderman Baby Toothpaste,15% OFF,"₹,79","₹,67",80 gm
Grocery & Staples,https://grofers.com/cn/grocery-staples/cid/16,41,Rajdhani Besan,12% OFF,"₹,50","₹,44",500 gm
Breakfast & Dairy,https://grofers.com/cn/breakfast-dairy/cid/14,31,Hen Fruit White Eggs (Large),36% OFF,"₹,55","₹,35",6 units
Fruits & Vegetables,https://grofers.com/cn/fruits-vegetables/cid/9,37,Robusta Banana,8% OFF,"₹,48","₹,44",6 units
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,27,"Sattva Bean Bag Cover Combo with Beans (XXL, Black)",77% OFF,"₹,4346","₹,999",XXL
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,23,Dabur Squeezy Honey - Buy 1 Get 1 Free,0,0,"₹,245",400 gm+400 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,23,Catch Chicken Masala,20% OFF,"₹,65","₹,52",100 gm
Pet Care,https://grofers.com/cn/pet-care/cid/5,22,Pedigree Meat Jerky Roasted Lamb Treat,6% OFF,"₹,120","₹,112",80 gm
Beverages,https://grofers.com/cn/beverages/cid/12,25,Sprite Soft Drink (Bottle),8% OFF,"₹,35","₹,32",600 ml
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,24,Best Value Raw Peanuts,11% OFF,"₹,90","₹,80",500 gm
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,27,Vinayak Stainless Steel 6 Pcs Spoon Set (Silver),60% OFF,"₹,149","₹,59",1 unit
Personal Care,https://grofers.com/cn/personal-care/cid/163,29,Colgate Herbal Toothpaste,32% OFF,"₹,88","₹,59",200 gm
Household Needs,https://grofers.com/cn/household-needs/cid/18,32,Freshwrapp Aluminium Foil - Buy 1 Get 1 Free,0,0,"₹,67",2x50 gm
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,26,Pampers Baby Dry Pants Diaper (S) - Pack of 60,20% OFF,"₹,674","₹,539",60 units
Grocery & Staples,https://grofers.com/cn/grocery-staples/cid/16,42,Catch Turmeric Powder/Haldi,19% OFF,"₹,52","₹,42",200 gm
Breakfast & Dairy,https://grofers.com/cn/breakfast-dairy/cid/14,32,Amul Malai Paneer (Pouch),7% OFF,"₹,66","₹,61",200 gm
Fruits & Vegetables,https://grofers.com/cn/fruits-vegetables/cid/9,38,French Beans,15% OFF,"₹,60","₹,51",1 kg
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,28,"Sattva Bean Bag Cover Combo with Beans (XXXL, Black & Brown)",77% OFF,"₹,5745","₹,1299",XXXL
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,24,Heinz Tomato Ketchup (Bottle),9% OFF,"₹,165","₹,149",900 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,24,Hen Fruit White Strong Eggs (Large),28% OFF,"₹,110","₹,79",10 units
Pet Care,https://grofers.com/cn/pet-care/cid/5,23,Pedigree 7 Pcs Dentastix Small Breed Treat - Pack of 2,10% OFF,"₹,240","₹,216",2x110 gm
Beverages,https://grofers.com/cn/beverages/cid/12,26,Real Fruit Power Litchi Juice - Pack of 2,20% OFF,"₹,198","₹,158",2x1 lt
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,25,Haldiram's Boondi Namkeen - Pack of 2,5% OFF,"₹,88","₹,83",2x200 gm
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,28,Gala Kharata Plastic Sticks Broom,23% OFF,"₹,85","₹,65",1 unit
Personal Care,https://grofers.com/cn/personal-care/cid/163,30,Stayfree Secure Cottony Soft Sanitary Napkin (Regular Wings),6% OFF,"₹,75","₹,70",20 units
Household Needs,https://grofers.com/cn/household-needs/cid/18,33,Surf Excel Matic Front Load Detergent Powder (Carton) - Buy 2 Get 1 Free,33% OFF,"₹,1395","₹,930",3x2 kg
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,27,Himalaya Gentle Baby Wipes,24% OFF,"₹,185","₹,139",72 units
Grocery & Staples,https://grofers.com/cn/grocery-staples/cid/16,43,Best Value Wheat Daliya,48% OFF,"₹,35","₹,18",500 gm
Breakfast & Dairy,https://grofers.com/cn/breakfast-dairy/cid/14,33,Red Delicious Apple - Imported,25% OFF,"₹,300","₹,225",8 units
Fruits & Vegetables,https://grofers.com/cn/fruits-vegetables/cid/9,39,Radish,0,0,"₹,18",1 kg
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,29,"Sattva Bean Bag Cover Combo with Beans (XXXL, Black & Red)",77% OFF,"₹,5745","₹,1299",XXXL
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,25,Hershey's Chocolate Syrup,5% OFF,"₹,90","₹,85",200 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,25,Best Value Seekh Kebab - Mutton,23% OFF,"₹,360","₹,275",500 gm
Pet Care,https://grofers.com/cn/pet-care/cid/5,24,Pedigree Dentastix Medium Breed Treat (7 Pcs),6% OFF,"₹,150","₹,140",180 gm
Beverages,https://grofers.com/cn/beverages/cid/12,27,Brooke Bond Taaza Tea (Pouch),5% OFF,"₹,55","₹,52",250 gm
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,26,McVitie's Digestive Biscuit - Buy 4 Get 1 Free,0,0,"₹,80",5x100 gm
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,29,Aravi Floor Cloth (Assorted) - Set of 2,62% OFF,"₹,120","₹,45",1 unit
Personal Care,https://grofers.com/cn/personal-care/cid/163,31,Khadi India Aloe Vera Kesar Moisturizing Face Gel,5% OFF,"₹,180","₹,171",200 ml
Household Needs,https://grofers.com/cn/household-needs/cid/18,34,Surf Excel Matic Top Load Detergent Powder (Carton) - Buy 2 Get 1 Free,33% OFF,"₹,1260","₹,840",3x2 kg
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,28,Himalaya Baby Cream,5% OFF,"₹,121","₹,114",100 ml
Grocery & Staples,https://grofers.com/cn/grocery-staples/cid/16,44,Pansari Shudh Kachi Ghani Mustard Oil,37% OFF,"₹,135","₹,84",1 lt
Breakfast & Dairy,https://grofers.com/cn/breakfast-dairy/cid/14,34,Kellogg's Crunchy Fruit & Nut Muesli (Carton),5% OFF,"₹,285","₹,268",500 gm
Fruits & Vegetables,https://grofers.com/cn/fruits-vegetables/cid/9,40,Sponge Gourd,0,0,"₹,40",500 gm
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,30,"Sattva Bean Bag Cover Combo with Beans (XXXL, Blue)",77% OFF,"₹,5695","₹,1299",XXXL
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,26,Bambino Premium Penne Pasta,6% OFF,"₹,79","₹,74",500 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,26,Best Value Seekh Kabab - Chicken,13% OFF,"₹,255","₹,220",500 gm
Pet Care,https://grofers.com/cn/pet-care/cid/5,25,Pedigree Chicken In Gravy Wet Food (Puppy),6% OFF,"₹,150","₹,140",400 gm
Beverages,https://grofers.com/cn/beverages/cid/12,28,Real Fruit Power Mixed Fruit Juice,15% OFF,"₹,99","₹,84",1 lt
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,27,Parle Krackjack Sweet & Salty Crackers Biscuit - Pack of 2,6% OFF,"₹,50","₹,47",2x200 gm
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,30,"Princeware 2602 P Wave Printed Mug (1.5 lt, Assorted)",57% OFF,"₹,70","₹,30",1 unit
Personal Care,https://grofers.com/cn/personal-care/cid/163,32,Khadi India Aloe Vera Moisturizing Face Gel,5% OFF,"₹,180","₹,171",200 ml
Household Needs,https://grofers.com/cn/household-needs/cid/18,35,Surf Excel Matic Top Load Detergent Powder (Carton),32% OFF,"₹,420","₹,283",2 kg
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,29,Johnson's with Avocado & Pro Vitamin B5 Baby Hair Oil,9% OFF,"₹,105","₹,95",200 ml
Grocery & Staples,https://grofers.com/cn/grocery-staples/cid/16,45,Arhar Dal/Toor Dal,33% OFF,"₹,90","₹,60",1 kg
Breakfast & Dairy,https://grofers.com/cn/breakfast-dairy/cid/14,35,Patanjali Honey,0,0,"₹,135",500 ml
Fruits & Vegetables,https://grofers.com/cn/fruits-vegetables/cid/9,41,New Potato-Onion-Tomato(Hybrid),5% OFF,"₹,95","₹,90",2 kg+2 kg+1 kg
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,31,"Sattva Bean Bag Cover Combo with Beans (XXL, Brown)",77% OFF,"₹,4346","₹,999",XXL
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,27,MTR Rava Idli Breakfast Mix,6% OFF,"₹,95","₹,89",500 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,27,Best Value Boneless - Chicken Thigh,32% OFF,"₹,485","₹,325",1 kg
Pet Care,https://grofers.com/cn/pet-care/cid/5,26,Whiskas Chicken in Gravy Wet Food (Adult) - Pack of 6,6% OFF,"₹,180","₹,169",6x85gm
Beverages,https://grofers.com/cn/beverages/cid/12,29,Tang Lemon Drink Mix,6% OFF,"₹,30","₹,28",100 gm
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,28,Glonuts Roasted Pistachios (Pouch),39% OFF,"₹,349","₹,212",200 gm
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,31,Big Blue Bottle Brush (Big),6% OFF,"₹,50","₹,47",1 unit
Personal Care,https://grofers.com/cn/personal-care/cid/163,33,Khadi India Aloe Vera Kesar 100% Face Gel,0,"₹,150","₹,143",100 gm
Household Needs,https://grofers.com/cn/household-needs/cid/18,36,Vim Lemon Dishwash Gel (Refill) - Pack of 2,5% OFF,"₹,40","₹,38",2x115 ml
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,30,Nestle Cerelac 5 Grains & Fruits Stage 5 Fortified Baby Cereal (18 months+),0,0,"₹,249",300 gm
Grocery & Staples,https://grofers.com/cn/grocery-staples/cid/16,46,Rajdhani Mota Poha,12% OFF,"₹,55","₹,48",500 gm
Breakfast & Dairy,https://grofers.com/cn/breakfast-dairy/cid/14,36,Amul Taaza Toned Milk (Tetra Pak),0,"₹,62","₹,60",1 lt
Fruits & Vegetables,https://grofers.com/cn/fruits-vegetables/cid/9,42,Mushroom,0,0,"₹,60",200 gm
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,32,"Sattva Bean Bag Cover Combo with Beans (XXXL, Maroon)",77% OFF,"₹,5695","₹,1299",XXXL
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,28,Ching's Secret Schezwan Chutney,8% OFF,"₹,60","₹,55",250 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,28,Tata Sampann Meat Masala,49% OFF,"₹,73","₹,37",100 gm
Pet Care,https://grofers.com/cn/pet-care/cid/5,27,Sheba Deluxe Tuna Fillets & Whole Prawn in Gravy Wet Food (Pack of 2) - Pack of 2,15% OFF,"₹,140","₹,119",2x85 gm
Beverages,https://grofers.com/cn/beverages/cid/12,30,Tata Teaveda Tea,5% OFF,"₹,90","₹,85",250 gm
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,29,Glonuts Makhana,32% OFF,"₹,125","₹,85",100 gm
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,32,Duracell AA Battery (Pack of 4),11% OFF,"₹,145","₹,129",1 unit
Personal Care,https://grofers.com/cn/personal-care/cid/163,34,Godrej No.1 Lime & Aloe Vera Soap - Buy 3 Get 1 Free,6% OFF,"₹,98","₹,92",4x150 gm
Household Needs,https://grofers.com/cn/household-needs/cid/18,37,Rin Refresh Lemon & Rose Detergent Powder,5% OFF,"₹,74","₹,70",1 kg
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,31,Dove Sensitive Moisture Bar Baby Soap,14% OFF,"₹,48","₹,41",75 gm
Grocery & Staples,https://grofers.com/cn/grocery-staples/cid/16,47,Fortune Sunlite Refined Sunflower Oil (Pouch),20% OFF,"₹,115","₹,92",1 lt
Breakfast & Dairy,https://grofers.com/cn/breakfast-dairy/cid/14,37,Amul Masti Spiced Buttermilk (Tetra Pak) - Pack of 2,0,"₹,24","₹,23",2x200 ml
Fruits & Vegetables,https://grofers.com/cn/fruits-vegetables/cid/9,43,Kajri Muskmelon,0,0,"₹,50",1 unit (700-1100 gm)
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,33,"Sattva Bean Bag Cover Combo with Beans (XXL, Red)",77% OFF,"₹,4346","₹,999",XXL
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,29,Nutella Chocolate Spread,17% OFF,"₹,320","₹,263",290 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,29,Tata Sampann Chicken Masala,50% OFF,"₹,70","₹,35",100 gm
Pet Care,https://grofers.com/cn/pet-care/cid/5,28,Sheba Deluxe Tuna White Meat & Snapper in Gravy Wet Food (Pack of 2) - Pack of 2,15% OFF,"₹,140","₹,119",2x85 gm
Beverages,https://grofers.com/cn/beverages/cid/12,31,Coca-Cola Soft Drink (Can),5% OFF,"₹,35","₹,33",300 ml
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,30,Lay's American Style Cream & Onion Chips,10% OFF,"₹,20","₹,18",52 gm
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,33,"Princeware 1075P Frosty Wave Printed Bucket (25 lt, Assorted)",59% OFF,"₹,519","₹,209",1 unit
Personal Care,https://grofers.com/cn/personal-care/cid/163,35,Nivea Creme Soft Soap - Buy 2 Get 2 Free,50% OFF,"₹,176","₹,88",4x75 gm
Household Needs,https://grofers.com/cn/household-needs/cid/18,38,SaveMore Liquid Glass Cleaner - Buy 1 Get 1 Free,50% OFF,"₹,158","₹,79",2x500 ml
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,32,MamyPoko Pants Diaper (XXL) - Pack of 22,16% OFF,"₹,499","₹,419",22 units
Grocery & Staples,https://grofers.com/cn/grocery-staples/cid/16,48,Catch Coriander Powder/Dhania,19% OFF,"₹,52","₹,42",200 gm
Breakfast & Dairy,https://grofers.com/cn/breakfast-dairy/cid/14,38,Lawrence Mills Low Fat Corn Flakes,20% OFF,"₹,100","₹,80",500 gm
Fruits & Vegetables,https://grofers.com/cn/fruits-vegetables/cid/9,44,Brown Coconut,0,0,"₹,45",1 unit
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,34,"Sattva Teardrop Bean Bag Cover with Beans Combo (XXXL, Black)",77% OFF,"₹,5695","₹,1299",XXXL
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,30,Sunfeast Yippee Magic Masala Noodles - Pack of 3,10% OFF,"₹,30","₹,27",3x60 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,30,Catch Meat Masala,19% OFF,"₹,66","₹,53",100 gm
Pet Care,https://grofers.com/cn/pet-care/cid/5,29,Pedigree Chicken & Vegetables Dry Food (Adult) + Dentastix Medium Breed Treat (7 Pcs) Combo,15% OFF,"₹,700","₹,595",3kg + 180gm
Beverages,https://grofers.com/cn/beverages/cid/12,32,Real Activ 100% Tender Coconut Water - Pack of 24,15% OFF,"₹,960","₹,816",24x200 ml
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,31,Lijjat Plain Urad Papad,10% OFF,"₹,50","₹,45",200 gm
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,34,Aravi Tea Assorted Plastic Strainer,70% OFF,"₹,30","₹,9",1 unit
Personal Care,https://grofers.com/cn/personal-care/cid/163,36,Dove Hair Therapy Daily Shine Shampoo,6% OFF,"₹,450","₹,423",650 ml
Household Needs,https://grofers.com/cn/household-needs/cid/18,39,Grofers 2 in 1 7 x 10 cm Sponge Scrub,0,0,"₹,30",1 unit
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,33,Nestle Cerelac Wheat Apple Stage 1 Fortified Baby Cereal (6 months+),0,0,"₹,179",300 gm
Breakfast & Dairy,https://grofers.com/cn/breakfast-dairy/cid/14,39,Mother Dairy Classic Curd (Cup),20% OFF,"₹,40","₹,32",400 gm
Fruits & Vegetables,https://grofers.com/cn/fruits-vegetables/cid/9,45,New Potato - Onion - Tomato (Hybrid),5% OFF,"₹,216","₹,204",5 kg+5 kg+2 kg
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,35,Jumbo Assorted Gardening Pot (Brown),50% OFF,"₹,90","₹,45",1 unit
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,31,Fun Foods Eggless Cucumber & Carrot Sandwich Spread,6% OFF,"₹,79","₹,74",300 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,31,MDH Chicken Masala,0,"₹,65","₹,62",100 gm
Pet Care,https://grofers.com/cn/pet-care/cid/5,30,Sheba Deluxe Tuna Fillets & Whole Prawn in Gravy + Whiskas Salmon In Gravy Wet Food (Adult) Combo,5% OFF,"₹,170","₹,160",2x85gm + 85gm
Beverages,https://grofers.com/cn/beverages/cid/12,33,Organic India Tulsi Classic Green Tea Bags,5% OFF,"₹,174","₹,164",25 units
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,32,Haldiram's Bhujia Namkeen,23% OFF,"₹,215","₹,164",1 kg
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,35,Classic Premium Kitchen Tissue Roll,26% OFF,"₹,75","₹,55",1 unit
Personal Care,https://grofers.com/cn/personal-care/cid/163,37,Khadi India Anti Dandruff Shampoo,6% OFF,"₹,210","₹,197",230 ml
Household Needs,https://grofers.com/cn/household-needs/cid/18,40,Hit Flies & Mosquitoes Black Insect Killer (Spray),6% OFF,"₹,176","₹,165",400 ml
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,34,MamyPoko Pants Extra Absorb Diaper (M) - Pack of 56,30% OFF,"₹,699","₹,488",56 units
Breakfast & Dairy,https://grofers.com/cn/breakfast-dairy/cid/14,40,Saffola Classic Masala + Masala Peppy Tomato Oats (Pouch) Combo,14% OFF,"₹,290","₹,247",400gm + 400gm
Fruits & Vegetables,https://grofers.com/cn/fruits-vegetables/cid/9,46,Seedless Cucumber,0,0,"₹,20",500 gm
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,36,"Orka Bean Bag Refill + Classic Bean Bag Cover without Beans (XL, Red) Combo",46% OFF,"₹,1497","₹,799",2x500gm + 1unit
