category_name,category_reference,item_id,item_name,offer,old_price,price,quantity
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,32,Knorr Mast Masala Soupy Noodles - Pack of 3,5% OFF,"₹,36","₹,34",3x75 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,32,Best Value Broiler (Pre-Cut) - Chicken,30% OFF,"₹,255","₹,177",12 units
Pet Care,https://grofers.com/cn/pet-care/cid/5,31,Sheba Deluxe Tuna White Meat & Snapper in Gravy Wet Food + Whiskas Salmon In Gravy Wet Food (Adult) Combo,5% OFF,"₹,170","₹,160",2x85gm + 85gm
Beverages,https://grofers.com/cn/beverages/cid/12,34,Tang Mango Instant Drink Mix,17% OFF,"₹,125","₹,103",500 gm
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,33,Oreo Original Vanilla Creme Biscuit - Buy 4 Get 1 Free,20% OFF,"₹,150","₹,120",5x120 gm
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,36,Jumbo Office & Multi use - Scissor,50% OFF,"₹,79","₹,39",1 unit
Personal Care,https://grofers.com/cn/personal-care/cid/163,38,Head & Shoulders Anti Hairfall Anti Dandruff Shampoo,52% OFF,"₹,450","₹,213",675 ml
Household Needs,https://grofers.com/cn/household-needs/cid/18,41,Classic Garbage Bag (Medium) - Buy 2 Get 1 Free,33% OFF,"₹,171","₹,114",3x30 units
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,35,Johnson's Top To Toe Baby Wash,20% OFF,"₹,272","₹,216",500 ml
Breakfast & Dairy,https://grofers.com/cn/breakfast-dairy/cid/14,41,Saffola Classic Masala + Masala Veggie Twist Oats Combo,14% OFF,"₹,290","₹,247",400gm  + 400gm
Fruits & Vegetables,https://grofers.com/cn/fruits-vegetables/cid/9,47,Pineapple - Peeled,10% OFF,"₹,100","₹,90",1 unit
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,37,Eurospa Elegance 100% Cotton Bath Towel (Blue),40% OFF,"₹,299","₹,179",1 unit
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,33,Fun Foods Eggless Mayonnaise,6% OFF,"₹,159","₹,149",875 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,33,Everest Chicken Masala,10% OFF,"₹,70","₹,63",100 gm
Pet Care,https://grofers.com/cn/pet-care/cid/5,32,Sheba Pure Tuna White Meat in Jelly + Whiskas Salmon In Gravy Wet Food (Adult) Combo,5% OFF,"₹,170","₹,160",2x85gm + 85gm
Beverages,https://grofers.com/cn/beverages/cid/12,35,Tang Orange Drink Mix,6% OFF,"₹,30","₹,28",125 gm
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,34,Sunfeast Nice Biscuit,5% OFF,"₹,20","₹,19",150 gm
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,37,Aravi Tea Assorted Plastic Strainer Set - Pack of 2,71% OFF,"₹,60","₹,17",2x1unit
Personal Care,https://grofers.com/cn/personal-care/cid/163,39,Bajaj Almond Drops Hair Oil,15% OFF,"₹,255","₹,215",500 ml
Household Needs,https://grofers.com/cn/household-needs/cid/18,42,Colin 2x More Shine Glass Cleaner,6% OFF,"₹,79","₹,74",500 ml
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,36,Himalaya Soothing Baby Wipes,24% OFF,"₹,185","₹,139",72 units
Breakfast & Dairy,https://grofers.com/cn/breakfast-dairy/cid/14,42,Saffola Masala Peppy Tomato (Pouch) + Masala Veggie Twist Oats Combo,14% OFF,"₹,290","₹,247",400gm + 400gm
Fruits & Vegetables,https://grofers.com/cn/fruits-vegetables/cid/9,48,Cabbage-Cauliflower Combo,12% OFF,"₹,33","₹,29",1unit + 1unit
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,38,Grofers Flano 16 All Season Double Bed 210 GSM Blanket (Multicolor),50% OFF,"₹,599","₹,299",1 unit
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,34,Fun Foods Crunchy Peanut Butter,6% OFF,"₹,149","₹,140",340 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,34,Best Value Salami - Chicken,19% OFF,"₹,370","₹,299",500 gm
Pet Care,https://grofers.com/cn/pet-care/cid/5,33,Sheba Succulent Chicken Breast in Gravy + Whiskas Salmon In Gravy Wet Food (Adult) Combo,5% OFF,"₹,170","₹,160",2x85gm + 85gm
Beverages,https://grofers.com/cn/beverages/cid/12,36,Amul Lassi (Tetra Pak) - Pack of 2,0,"₹,40","₹,39",2x250 ml
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,35,Britannia Good Day Butter Cookie - Pack of 4,5% OFF,"₹,40","₹,38",4x63 gm
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,38,Rio Floor Cotton Yarn Duster,10% OFF,"₹,49","₹,44",1 unit
Personal Care,https://grofers.com/cn/personal-care/cid/163,40,Gillette Presto Readyshaver Sata Sat Men's Razor,5% OFF,"₹,88","₹,83",5 units
Household Needs,https://grofers.com/cn/household-needs/cid/18,43,Scotch Brite Stainless Steel Scrubber,6% OFF,"₹,30","₹,28",1 unit
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,37,Johnson's Blossoms Baby Soap,8% OFF,"₹,45","₹,41",75 gm
Breakfast & Dairy,https://grofers.com/cn/breakfast-dairy/cid/14,43,Kellogg's Original & the Best Corn Flakes (Carton),11% OFF,"₹,172","₹,153",475 gm
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,39,Grofers Hollow Polyester Staple Fiber Pillow (White) - Set Of 2,57% OFF,"₹,699","₹,299",1 unit
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,35,Tops Plain Noodles,12% OFF,"₹,41","₹,36",350 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,35,Everest Meat Masala,10% OFF,"₹,70","₹,63",100 gm
Pet Care,https://grofers.com/cn/pet-care/cid/5,34,Whiskas Chicken in Gravy (Adult) + Sheba Deluxe Tuna Fillets & Whole Prawn in Gravy Wet Food Combo,5% OFF,"₹,170","₹,160",85gm + 2x85gm
Beverages,https://grofers.com/cn/beverages/cid/12,37,Hamdard Rooh Afza Sharbat (Bottle),9% OFF,"₹,135","₹,122",750 ml
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,36,Haldiram's Navratan Mix Namkeen,6% OFF,"₹,83","₹,78",400 gm
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,39,Ruby Kitchen Cleaner Duster,6% OFF,"₹,60","₹,56",3 units
Personal Care,https://grofers.com/cn/personal-care/cid/163,41,Eno Lemon Antacid,6% OFF,"₹,48","₹,45",30 gm
Household Needs,https://grofers.com/cn/household-needs/cid/18,44,Surf Excel Quick Wash Detergent Powder,17% OFF,"₹,190","₹,157",1 kg
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,38,Nestle Lactogen 2 Follow-Up Infant Formula (6 months+),0,0,"₹,292",400 gm
Breakfast & Dairy,https://grofers.com/cn/breakfast-dairy/cid/14,44,Green Coconut - Peeled,0,0,"₹,42",1 unit
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,40,Grofers Flano 15 All Season Double Bed 210 GSM Blanket (Multicolor),50% OFF,"₹,599","₹,299",1 unit
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,36,Ching's Secret Green Chilli Sauce (Bottle),6% OFF,"₹,50","₹,47",190 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,36,Best Value Singhara (Fillet) - Fish,12% OFF,"₹,325","₹,285",500 gm
Pet Care,https://grofers.com/cn/pet-care/cid/5,35,Whiskas Chicken in Gravy (Adult) + Sheba Deluxe Tuna White Meat & Snapper in Gravy Wet Food Combo,5% OFF,"₹,170","₹,160",85gm + 2x85gm
Beverages,https://grofers.com/cn/beverages/cid/12,38,Kinley Club Soda (Bottle) - Pack of 2,6% OFF,"₹,30","₹,28",2x600 ml
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,37,Haldiram's Moong Dal Namkeen,6% OFF,"₹,49","₹,46",200 gm
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,40,Princeware 20x15x13 cm Plastic Basket,58% OFF,"₹,142","₹,59",1 unit
Personal Care,https://grofers.com/cn/personal-care/cid/163,42,Engage Mate Men's Deodorant,44% OFF,"₹,190","₹,106",150 ml
Household Needs,https://grofers.com/cn/household-needs/cid/18,45,Grofers 2 Ply Paper Napkins (50 Pulls),34% OFF,"₹,58","₹,38",1 unit
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,39,MamyPoko Pants Standard Diaper (S),15% OFF,"₹,399","₹,339",46 units
Breakfast & Dairy,https://grofers.com/cn/breakfast-dairy/cid/14,45,Amul Cheese Cubes,0,"₹,108","₹,106",200 gm
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,41,SaveMore Cabana Stripe 400 GSM Cotton Terry Bath Towel (Pink),62% OFF,"₹,399","₹,149",1 unit
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,37,Maggi Imli Pichkoo Tamarind Sauce (Pouch),5% OFF,"₹,20","₹,19",90 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,37,Hen Fruit No Hatch Herbal Eggs,21% OFF,"₹,70","₹,55",6 units
Pet Care,https://grofers.com/cn/pet-care/cid/5,36,Whiskas Chicken in Gravy (Adult) + Sheba Pure Tuna White Meat in Jelly Wet Food Combo,5% OFF,"₹,170","₹,160",85gm + 2x85gm
Beverages,https://grofers.com/cn/beverages/cid/12,39,Lipton Honey Lemon Green Tea Bags,5% OFF,"₹,140","₹,132",25 units
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,38,Sunfeast Nice Biscuit - Pack of 2,7% OFF,"₹,40","₹,37",2x150 gm
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,41,All Time 040 Plastic Cloth Hanger (Blue),36% OFF,"₹,235","₹,149",12 units
Personal Care,https://grofers.com/cn/personal-care/cid/163,43,Dettol Deep Cleanse Soap - Buy 3 Get 1 Free,0,0,"₹,93",4x75 gm
Household Needs,https://grofers.com/cn/household-needs/cid/18,46,Godrej Aer Pocket Bathroom Freshener Combo - Pack of 3,22% OFF,"₹,162","₹,125",1 unit
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,40,Nestle Lactogen 1 Infant Formula (0-6 months),0,0,"₹,302",400 gm
Breakfast & Dairy,https://grofers.com/cn/breakfast-dairy/cid/14,46,Sweet Lime (Mosambi),16% OFF,"₹,90","₹,75",8 units (1.1-1.4 kg)
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,42,SaveMore Cabana Stripe 400 GSM Cotton Terry Bath Towel (Royal Blue),62% OFF,"₹,399","₹,149",1 unit
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,38,Ching's Secret Red Chilli Sauce (Bottle),6% OFF,"₹,50","₹,47",200 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,38,Amul Happy Treats Veg Burger Patty,6% OFF,"₹,79","₹,74",360 gm
Pet Care,https://grofers.com/cn/pet-care/cid/5,37,Whiskas Chicken in Gravy (Adult) + Sheba Succulent Chicken Breast in Gravy Wet Food Combo,5% OFF,"₹,170","₹,160",85gm + 2x85gm
Beverages,https://grofers.com/cn/beverages/cid/12,40,Mother Dairy Spiced Buttermilk (Tetra Pak) - Pack of 2,0,"₹,24","₹,23",2x200 ml
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,39,Britannia Treat Jim Jam Biscuit,6% OFF,"₹,60","₹,56",2x150 gm
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,42,Aravi Assorted Napkins - Set of 6,57% OFF,"₹,99","₹,42",1 unit
Personal Care,https://grofers.com/cn/personal-care/cid/163,44,Lux Fresh Splash Soap - Buy 3 Get 1 Free,0,"₹,87","₹,84",4x100 gm
Household Needs,https://grofers.com/cn/household-needs/cid/18,47,Grofers Aluminium Foil,35% OFF,"₹,340","₹,221",72 m
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,41,Johnson's Baby Lotion,9% OFF,"₹,142","₹,128",200 ml
Breakfast & Dairy,https://grofers.com/cn/breakfast-dairy/cid/14,47,Dabur Squeezy Honey - Buy 1 Get 1 Free,0,0,"₹,245",400 gm+400 gm
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,43,Swayam 144 TC Geometric Cotton Double Bedsheet Set (Orange) - ECO 1270,50% OFF,"₹,1499","₹,749",1 unit
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,39,Ching's Secret Superior Dark Soy Sauce,6% OFF,"₹,50","₹,47",200 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,39,Best Value Orly - Fish,0,"₹,365","₹,355",500 gm
Pet Care,https://grofers.com/cn/pet-care/cid/5,38,Whiskas Tuna in Jelly (Adult) + Sheba Deluxe Tuna Fillets & Whole Prawn in Gravy Wet Food Combo (Adult),5% OFF,"₹,170","₹,160",85gm + 2x85gm
Beverages,https://grofers.com/cn/beverages/cid/12,41,Mother Dairy Nutri Fit Strawberry Lassi (Bottle) - Pack of 2,5% OFF,"₹,20","₹,19",2x80 ml
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,40,Haldiram's Bhujia Namkeen - Pack of 2,5% OFF,"₹,88","₹,83",2x200 gm
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,43,"Gala Silicon Rubber, Italy Pipe & Plastic Handle Wiper",17% OFF,"₹,156","₹,129",1 unit
Personal Care,https://grofers.com/cn/personal-care/cid/163,45,Dabur Gulabari Premium Rose Water,14% OFF,"₹,68","₹,58",250 ml
Household Needs,https://grofers.com/cn/household-needs/cid/18,48,"Grofers Small Garbage Bag (17x19"")",24% OFF,"₹,50","₹,38",30 units
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,42,Nestle Cerelac Wheat Rice Mixed Fruit Stage 3 Fortified Baby Cereal (10 months+),0,0,"₹,229",300 gm
Breakfast & Dairy,https://grofers.com/cn/breakfast-dairy/cid/14,48,Mother Dairy Blueberry Flavoured Yogurt (Cup),0,0,"₹,20",100 gm
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,44,Recron Small Bliss Polyester Cotton Pillow (White) - Pack of 2,29% OFF,"₹,858","₹,601",2x1 unit
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,40,Top Ramen Curry Veg Noodles,20% OFF,"₹,80","₹,64",280 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,40,Best Value Whole Broiler (Skinless) - Chicken,29% OFF,"₹,250","₹,177",1 unit
Pet Care,https://grofers.com/cn/pet-care/cid/5,39,Whiskas Tuna in Jelly (Adult) + Sheba Deluxe Tuna White Meat & Snapper in Gravy Wet Food Combo,5% OFF,"₹,170","₹,160",85gm + 2x85gm
Beverages,https://grofers.com/cn/beverages/cid/12,42,Mother Dairy Nutri Fit Mango Lassi (Bottle) - Pack of 2,0,"₹,24","₹,23",2x80 ml
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,41,Oreo Original Vanilla Creme Biscuit,6% OFF,"₹,30","₹,28",120 gm
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,44,All Time Deluxe Virgin Plastic Soap Case (Blue),20% OFF,"₹,24","₹,19",1 unit
Personal Care,https://grofers.com/cn/personal-care/cid/163,46,Gillette Presto Ready Men's Razor,5% OFF,"₹,19","₹,18",1 unit
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,43,Pepsodent Kiddy Soft Baby Toothbrush,10% OFF,"₹,20","₹,18",1 unit
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,45,Recron Small Paradise Swiss Cotton Pillow (White) - Pack of 2,15% OFF,"₹,478","₹,402",2x1 unit
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,41,Maggi Masala Penne Pasta - Pack of 2,6% OFF,"₹,48","₹,45",2x65 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,41,Sumeru Masala Piri Piri French Fries,14% OFF,"₹,127","₹,108",400 gm
Pet Care,https://grofers.com/cn/pet-care/cid/5,40,Whiskas Tuna in Jelly (Adult) + Sheba Pure Tuna White Meat in Jelly Wet Food Combo,5% OFF,"₹,170","₹,160",85gm + 2x85gm
Beverages,https://grofers.com/cn/beverages/cid/12,43,Tang Orange Instant Drink Mix,17% OFF,"₹,180","₹,148",750 gm
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,42,Amul 55% Cocoa Dark Chocolate,12% OFF,"₹,90","₹,79",150 gm
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,45,Aravi Wooden Cloth Brush (Assorted),56% OFF,"₹,50","₹,22",1 unit
Personal Care,https://grofers.com/cn/personal-care/cid/163,47,Pears Oil Clear & Glow Soap,5% OFF,"₹,38","₹,36",75 gm
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,44,Himalaya Baby Massage Oil,19% OFF,"₹,326","₹,261",500 ml
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,46,Bombay Dyeing 104 TC Abstract 100% Cotton Double Bedsheet Set (Blue) - BS3DBAXIA3731BLU Axia,50% OFF,"₹,1199","₹,599",1 unit
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,42,Maggi Cheese Macaroni Pasta,6% OFF,"₹,48","₹,45",2x70 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,42,Best Value Liver - Mutton,0,"₹,305","₹,295",500 gm
Pet Care,https://grofers.com/cn/pet-care/cid/5,41,Whiskas Tuna in Jelly (Adult) + Sheba Succulent Chicken Breast in Gravy Wet Food Combo,5% OFF,"₹,170","₹,160",85gm + 2x85gm
Beverages,https://grofers.com/cn/beverages/cid/12,44,B Natural Litchi Luscious Juice,30% OFF,"₹,99","₹,69",1 lt
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,43,Britannia Bourbon The Original Biscuit - Pack of 4,5% OFF,"₹,40","₹,38",4x60 gm
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,46,Classic Kitchen Towel (Pack Of 2),26% OFF,"₹,140","₹,103",1 unit
Personal Care,https://grofers.com/cn/personal-care/cid/163,48,Pepsodent Germicheck Cavity Protection Toothpaste,0,0,"₹,115",2x150 gm
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,45,Pampers Baby Dry Pants Diaper (S) - Pack of 86,30% OFF,"₹,949","₹,655",86 units
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,47,Bombay Dyeing 104 TC Abstract 100% Cotton Double Bedsheet Set (Pink) - BS3DBAXIA3731PNK Axia,50% OFF,"₹,1199","₹,599",1 unit
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,43,MTR Rice Idli Breakfast Mix,6% OFF,"₹,95","₹,89",500 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,43,Best Value Tilapia (Fillet) - Fish,0,0,"₹,375",500 gm
Pet Care,https://grofers.com/cn/pet-care/cid/5,42,Pedigree Meat Jerky Barbecue Chicken Treat - Pack of 2,15% OFF,"₹,240","₹,204",2x80 gm
Beverages,https://grofers.com/cn/beverages/cid/12,45,"Horlicks Chocolate Delight, Health & Nutrition Drink (Carton)",5% OFF,"₹,340","₹,320",1 kg
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,44,Green Bite Red Raw Peanuts,43% OFF,"₹,90","₹,51",500 gm
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,47,Amiraj Sprout Maker,80% OFF,"₹,499","₹,99",1 unit
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,46,Nestle NAN Pro 1 Starter Infant Formula (0-6 months),0,0,"₹,540",400 gm
Furnishing & Home Needs,https://grofers.com/cn/furnishing-home-needs/cid/1379,48,Bombay Dyeing 104 TC Abstract 100% Cotton Double Bedsheet Set (Red) - BS3DBAXIA3732RED Axia,50% OFF,"₹,1199","₹,599",1 unit
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,44,Dabur Honey,8% OFF,"₹,370","₹,339",1 kg
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,44,Amul Happy Treats Potato Wedges Ready to Eat,6% OFF,"₹,83","₹,78",400 gm
Pet Care,https://grofers.com/cn/pet-care/cid/5,43,Pedigree Meat Jerky Roasted Lamb Treat - Pack of 2,15% OFF,"₹,240","₹,204",2x80 gm
Beverages,https://grofers.com/cn/beverages/cid/12,46,Real Activ 100% Orange Juice,31% OFF,"₹,120","₹,82",1 lt
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,45,Parle Monaco Classic Regular Biscuit - Pack of 4,5% OFF,"₹,40","₹,38",4x75 gm
Home & Kitchen,https://grofers.com/cn/home-kitchen/cid/1047,48,Gala No Dust 90 cm Plastic & Grass like Fiber Broom (Blue & Brown) - l,22% OFF,"₹,180","₹,139",1 unit
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,47,Johnson's Active Kids Shiny Drop with Argan Oil Shampoo,9% OFF,"₹,95","₹,86",100 ml
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,45,Patanjali Mixed Fruit Jam,0,0,"₹,75",500 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,45,Hen Fruit Cage Free Eggs,10% OFF,"₹,110","₹,99",6 units
Pet Care,https://grofers.com/cn/pet-care/cid/5,44,Pedigree Meat Jerky Stix Bacon Treat - Pack of 2,15% OFF,"₹,240","₹,204",2x60 gm
Beverages,https://grofers.com/cn/beverages/cid/12,47,Mother Dairy Tadka Bottle Buttermilk - Pack of 2,5% OFF,"₹,20","₹,19",2x200 ml
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,46,Glonuts Yellow Raisins,51% OFF,"₹,109","₹,53",200 gm
Baby & Kids,https://grofers.com/cn/baby-kids/cid/7,48,Johnson's Baby Soap,10% OFF,"₹,80","₹,72",150 gm
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,46,Tops Green Chilli Sauce,12% OFF,"₹,47","₹,41",200 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,46,Sumeru Grilled Patty - Chicken,9% OFF,"₹,165","₹,149",318 gm
Pet Care,https://grofers.com/cn/pet-care/cid/5,45,Pedigree Meat Jerky Stix Grilled Liver Treat - Pack of 2,15% OFF,"₹,240","₹,204",2x60 gm
Beverages,https://grofers.com/cn/beverages/cid/12,48,Cadbury Bournvita 5 Star Magic Pro-Health Chocolate Health Drink (Refill),7% OFF,"₹,213","₹,196",500 gm
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,47,Haldiram's Diet Chivda Namkeen - Pack of 2,6% OFF,"₹,60","₹,56",2x150 gm
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,47,Patanjali Classic Atta Noodles - Pack of 4,0,0,"₹,40",4x60 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,47,Best Value Boneless - Mutton,22% OFF,"₹,425","₹,329",500 gm
Pet Care,https://grofers.com/cn/pet-care/cid/5,46,Pedigree Meat Jerky Stix Smoked Salmon Treat - Pack of 2,15% OFF,"₹,240","₹,204",2x60 gm
"Biscuits, Snacks & Chocolates",https://grofers.com/cn/biscuits-snacks-chocolates/cid/13,48,Lijjat Moong Papad,10% OFF,"₹,50","₹,45",200 gm
"Noodles, Sauces & Instant Food",https://grofers.com/cn/noodles-sauces-instant-food/cid/15,48,Apis Himalaya Honey - Buy 1 Get 1 Free,0,0,"₹,220",2x500 gm
"Meats, Frozen & Seafood",https://grofers.com/cn/meats-frozen-seafood/cid/4,48,Best Value Surmai (Fillet) - Fish,30% OFF,"₹,720","₹,499",500 gm
Pet Care,https://grofers.com/cn/pet-care/cid/5,47,Pedigree Dentastix Medium Breed Treat (7 Pcs) - Pack of 2,10% OFF,"₹,300","₹,270",2x180 gm
Pet Care,https://grofers.com/cn/pet-care/cid/5,48,Pedigree Dentastix Large Breed Treat (7 Pcs),7% OFF,"₹,200","₹,186",270 gm
